,acousticness,analysis_url,artist_discovery,artist_discovery_rank,artist_familiarity,artist_familiarity_rank,artist_hotttnesss,artist_hotttnesss_rank,artist_id,artist_location,artist_name,audio_md5,audio_summary,danceability,duration,energy,id,index,key,liveness,loudness,mode,song_currency,song_currency_rank,song_discovery,song_discovery_rank,song_hotttnesss,song_hotttnesss_rank,song_type,speechiness,tempo,time_signature,title,valence,date,first_ranking,billboard_year,billboard_week,latitude,longitude,location,location_lower,lower_title,lower_artist,year,band_singer,ranking,song,songurl,url
3087,0.251665,http://echonest-analysis.s3.amazonaws.com/TR/fTc3Uw2OHQYkPycbtlSqkEraycEMZqhQvH7gTBKvv8a-NoryV__C0oQewPGUTO625bKwT7v4A7gomYMmA%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648848&Signature=I/3gXbZOD0rr1FGeuvw/OyTLkiE%3D,0.43873162678,51784.0,0.70614,660.0,0.743782,566.0,AR7ZFLN1187FB4830A,"{u'latitude': 40.100924, u'location': u'Columbus, OH', u'longitude': -83.013402}",Rascal Flatts,,"{u'key': 8, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/fTc3Uw2OHQYkPycbtlSqkEraycEMZqhQvH7gTBKvv8a-NoryV__C0oQewPGUTO625bKwT7v4A7gomYMmA%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648848&Signature=I/3gXbZOD0rr1FGeuvw/OyTLkiE%3D', u'energy': 0.453107, u'liveness': 0.079262, u'tempo': 126.034, u'speechiness': 0.028149, u'mode': 1, u'acousticness': 0.251665, u'danceability': 0.565452, u'time_signature': 4, u'duration': 281.42667, u'loudness': -7.76, u'audio_md5': u'', u'valence': 0.269605, u'instrumentalness': 0.000273}",0.565452,281.42667,0.453107,SOGNWBY1366E2C1F66,444,8,0.079262,-7.76,1,0.000265957446809,1829844.0,0.000703653343702,2834796.0,0.153252,921890.0,"[studio, electric, vocal]",0.028149,126.034,4,Things That Matter,0.269605,2009-04-18,85,2015.0,47.0,51.5451,-0.05531,"Hackney, London, England, GB","hackney, london, england, gb",things that matter,rascal flatts,,,,,,
3088,0.129685,http://echonest-analysis.s3.amazonaws.com/TR/jUJiXAMLTUml0mctNFBC2G4AKLnJmJUIrbYYMXD3C4W1o0ytwmXJu63SCAFUwXpKKBpPHSW2yKcMCJE1E%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648852&Signature=Y9eMR5JC5RRGUmHncdR0bLR8XiM%3D,0.483310276331,13424.0,0.681304,967.0,0.780196,295.0,AR3FYKL1187FB44945,"{u'latitude': 33.401395, u'location': u'Tempe, AZ', u'longitude': -111.931298}",Dierks Bentley,,"{u'key': 5, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/jUJiXAMLTUml0mctNFBC2G4AKLnJmJUIrbYYMXD3C4W1o0ytwmXJu63SCAFUwXpKKBpPHSW2yKcMCJE1E%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648852&Signature=Y9eMR5JC5RRGUmHncdR0bLR8XiM%3D', u'energy': 0.915821, u'liveness': 0.41088, u'tempo': 108.051, u'speechiness': 0.036513, u'mode': 0, u'acousticness': 0.129685, u'danceability': 0.629694, u'time_signature': 3, u'duration': 184.78667, u'loudness': -2.716, u'audio_md5': u'', u'valence': 0.804595, u'instrumentalness': 0.0}",0.629694,184.78667,0.915821,SOBZUCQ131634A79DB,445,5,0.41088,-2.716,0,0.0162525879917,42068.0,0.00603622270448,596007.0,0.397825,31909.0,"[studio, electric, vocal]",0.036513,108.051,3,Sideways,0.804595,2009-04-18,90,2015.0,48.0,33.401395,-111.931298,"Tempe, AZ","tempe, az",sideways,dierks bentley,,,,,,
3089,0.013217,http://echonest-analysis.s3.amazonaws.com/TR/OT4pJA5IPaWaYYMsjubVpzkyYBIDtVEIhphH3NNe_Rol6iWSyPYa0ptiTmgowqblvOemPeL_Sheoj0TJU%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648862&Signature=cqdzozA0deT9H8MbWxrQSj/b5lY%3D,0.505777902523,,0.716241,,0.875501,,AR1IJ1Z11C8A41500D,"{u'latitude': 25.729, u'location': u'Miami, FL, US', u'longitude': -80.2374}",Flo Rida,5640c2e6693688a4123f4dfcef059159,"{u'key': 4, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/OT4pJA5IPaWaYYMsjubVpzkyYBIDtVEIhphH3NNe_Rol6iWSyPYa0ptiTmgowqblvOemPeL_Sheoj0TJU%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648862&Signature=cqdzozA0deT9H8MbWxrQSj/b5lY%3D', u'energy': 0.991211, u'liveness': 0.204911, u'tempo': 130.013, u'speechiness': 0.092952, u'mode': 1, u'acousticness': 0.013217, u'danceability': 0.689688, u'time_signature': 4, u'duration': 201.32385, u'loudness': -4.154, u'audio_md5': u'5640c2e6693688a4123f4dfcef059159', u'valence': 0.686291, u'instrumentalness': 0.061401}",0.689688,201.32385,0.991211,SOBFSWR135A61C723C,446,4,0.204911,-4.154,1,0.00151100811124,,0.0,,0.24873,,"[studio, electric, vocal]",0.092952,130.013,4,Jump [feat. Nelly Furtado],0.686291,2009-04-18,95,2015.0,48.0,34.0145,-85.2566,"Cedartown, GA, US","cedartown, ga, us",jump [feat. nelly furtado],flo rida,,,,,,
3090,0.025025,http://echonest-analysis.s3.amazonaws.com/TR/yr7FOAngfBBrJKlDGEsJsz6jguwxU2JsnbQhWaKUww0oUKSWXREfEfFw8yVp2ZkXD2tFsZdO_1fSVVpgU%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648868&Signature=RKN6%2B%2BBcVa8NhzqJC4RrPqwwslQ%3D,0.410163410935,91826.0,0.589533,3480.0,0.564242,7647.0,AR23BO81187FB47087,"{u'latitude': 35.319817, u'location': u'Albemarle, North Carolina', u'longitude': -80.253448}",Kellie Pickler,,"{u'key': 9, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/yr7FOAngfBBrJKlDGEsJsz6jguwxU2JsnbQhWaKUww0oUKSWXREfEfFw8yVp2ZkXD2tFsZdO_1fSVVpgU%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648868&Signature=RKN6%2B%2BBcVa8NhzqJC4RrPqwwslQ%3D', u'energy': 0.839675, u'liveness': 0.096932, u'tempo': 127.965, u'speechiness': 0.053392, u'mode': 1, u'acousticness': 0.025025, u'danceability': 0.644862, u'time_signature': 4, u'duration': 225.13333, u'loudness': -6.028, u'audio_md5': u'', u'valence': 0.512367, u'instrumentalness': 0.0}",0.644862,225.13333,0.839675,SODQBQA1379E49E126,447,9,0.096932,-6.028,1,0.00456205420827,128352.0,0.00359696777254,1002262.0,0.344622,77699.0,"[studio, electric, vocal]",0.053392,127.965,4,Best Days Of Your Life,0.512367,2009-04-25,50,2015.0,48.0,38.79301,-76.5428,"Deale, Maryland","deale, maryland",best days of your life,kellie pickler,,,,,,
3091,0.732977,http://echonest-analysis.s3.amazonaws.com/TR/Ak64GgvE3x_USfEpULN89ccQvtl0mOf-2GqZBOZYgKf2Ctfi5H-fk8zTF-wu_XdNjvlBMsRGY7uUw_Z-w%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648872&Signature=H0YNdnQc6YjmstU%2BwZ6gftZxQoI%3D,0.34935770555,242089.0,0.813837,77.0,0.769736,360.0,ARYAVBS1187FB5B46C,"{u'latitude': 36.165688, u'location': u'Nashville, TN', u'longitude': -86.778098}",Miley Cyrus,,"{u'key': 11, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/Ak64GgvE3x_USfEpULN89ccQvtl0mOf-2GqZBOZYgKf2Ctfi5H-fk8zTF-wu_XdNjvlBMsRGY7uUw_Z-w%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648872&Signature=H0YNdnQc6YjmstU%2BwZ6gftZxQoI%3D', u'energy': 0.285711, u'liveness': 0.267039, u'tempo': 134.938, u'speechiness': 0.025894, u'mode': 1, u'acousticness': 0.732977, u'danceability': 0.61324, u'time_signature': 4, u'duration': 189.98667, u'loudness': -12.609, u'audio_md5': u'', u'valence': 0.408759, u'instrumentalness': 0.000181}",0.61324,189.98667,0.285711,SOCVUET12AB01804C0,448,11,0.267039,-12.609,1,0.00430856643357,135315.0,0.00190349119483,1659927.0,0.34295,79686.0,"[studio, vocal]",0.025894,134.938,4,Butterfly Fly Away,0.408759,2009-04-25,72,2015.0,49.0,42.3317,-83.0479,"Detroit, MI, US","detroit, mi, us",butterfly fly away,miley cyrus,,,,,,
3092,0.024341,http://echonest-analysis.s3.amazonaws.com/TR/TRBXTVE12BEA963BBF/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648876&Signature=C1AgdTKfDwl9J/PotLktdyygiz4%3D,0.415696251477,,0.552113,,0.539364,,ARTHSZ7119B8667994,"{u'latitude': 40.714269, u'location': u'New York, NY', u'longitude': -74.005973}",DAY26,4413a0e3256b6431333afe79bdd1a6ef,"{u'key': 7, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/TRBXTVE12BEA963BBF/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648876&Signature=C1AgdTKfDwl9J/PotLktdyygiz4%3D', u'energy': 0.420292, u'liveness': 0.325034, u'tempo': 95.264, u'speechiness': 0.056815, u'mode': 1, u'acousticness': 0.024341, u'danceability': 0.621552, u'time_signature': 5, u'duration': 185.75628, u'loudness': -20.105, u'audio_md5': u'4413a0e3256b6431333afe79bdd1a6ef', u'valence': 0.653209, u'instrumentalness': 5e-06}",0.621552,185.75628,0.420292,SOOYVEN12AB017FE66,449,7,0.325034,-20.105,1,0.0,,0.0,,0.0,,"[studio, electric, vocal]",0.056815,95.264,5,IMMA PUT IT ON HER (CONTENT!),0.653209,2009-04-25,79,2015.0,49.0,32.45764,-91.49317,"Delhi, LA","delhi, la",imma put it on her (content!),day26,,,,,,
3093,0.073781,http://echonest-analysis.s3.amazonaws.com/TR/Wj5f8A-Mjc7nMBMQOI7EvYKrXqG779TpmsWJCYcQksjZJWJ6QKyuSnrqZl7yhjLgKUwF4dlhYC4VUc_CQ%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648880&Signature=rBSRaxuboyazhHX89%2BiePJlF7lU%3D,0.43873162678,51784.0,0.70614,660.0,0.743782,566.0,AR7ZFLN1187FB4830A,"{u'latitude': 40.100924, u'location': u'Columbus, OH', u'longitude': -83.013402}",Rascal Flatts,,"{u'key': 3, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/Wj5f8A-Mjc7nMBMQOI7EvYKrXqG779TpmsWJCYcQksjZJWJ6QKyuSnrqZl7yhjLgKUwF4dlhYC4VUc_CQ%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648880&Signature=rBSRaxuboyazhHX89%2BiePJlF7lU%3D', u'energy': 0.799266, u'liveness': 0.12121, u'tempo': 155.892, u'speechiness': 0.048265, u'mode': 1, u'acousticness': 0.073781, u'danceability': 0.473115, u'time_signature': 4, u'duration': 227.72, u'loudness': -4.798, u'audio_md5': u'', u'valence': 0.484109, u'instrumentalness': 0.0}",0.473115,227.72,0.799266,SOLOEHT12AB017E568,450,3,0.12121,-4.798,1,0.00039603960396,1548543.0,0.000858693409395,2601020.0,0.194578,571324.0,"[studio, electric, vocal]",0.048265,155.892,4,Unstoppable,0.484109,2009-04-25,80,2015.0,49.0,53.5,-2.216667,"Manchester, UK","manchester, uk",unstoppable,rascal flatts,,,,,,
3094,0.003242,http://echonest-analysis.s3.amazonaws.com/TR/hSjHQQ5mQhAh4NZYQlwEcqjXMQwo7EJXeneFzxwg9mPjmfMzZz7M4P4V5Gcg%3D%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648884&Signature=oxfpnZ/bw33bPK5X1QNM6O0o3lw%3D,0.40404973424,103853.0,0.637736,1789.0,0.602435,3732.0,ARYSB3A1187B98B465,"{u'latitude': 49.2604, u'location': u'Vancouver, British Columbia, CA', u'longitude': -123.114}",Theory of a Deadman,6ff10688c1da47d1fa089efd0b0f4fba,"{u'key': 1, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/hSjHQQ5mQhAh4NZYQlwEcqjXMQwo7EJXeneFzxwg9mPjmfMzZz7M4P4V5Gcg%3D%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648884&Signature=oxfpnZ/bw33bPK5X1QNM6O0o3lw%3D', u'energy': 0.505753, u'liveness': 0.139207, u'tempo': 73.681, u'speechiness': 0.032838, u'mode': 1, u'acousticness': 0.003242, u'danceability': 0.398741, u'time_signature': 4, u'duration': 205.03465, u'loudness': -15.707, u'audio_md5': u'6ff10688c1da47d1fa089efd0b0f4fba', u'valence': 0.409038, u'instrumentalness': 0.0}",0.398741,205.03465,0.505753,SOHBHRX13A99C14D20,451,1,0.139207,-15.707,1,0.0318797500638,22590.0,0.0,,0.463023,9661.0,"[studio, electric, vocal]",0.032838,73.681,4,Not Meant To Be,0.409038,2009-04-25,90,2015.0,50.0,51.5063,-0.12714,"London, England, GB","london, england, gb",not meant to be,theory of a deadman,,,,,,
3095,0.286072,http://echonest-analysis.s3.amazonaws.com/TR/aGYn0QI19WoPb4rttXoOodfhGhPq64hdIRZXSyKcL5c6tsAs4j1GBusBln_c1SkgCtp-lqt6vArK1Utes%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648888&Signature=Ve3sgC/SM0zWafB7Qg3tA7pZWfg%3D,0.490026986093,10549.0,0.653536,1450.0,0.751351,498.0,ARQFENL121318C58A6,"{u'latitude': 41.850033, u'location': u'Chicago, IL', u'longitude': -87.650052}",Jeremih,,"{u'key': 2, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/aGYn0QI19WoPb4rttXoOodfhGhPq64hdIRZXSyKcL5c6tsAs4j1GBusBln_c1SkgCtp-lqt6vArK1Utes%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648888&Signature=Ve3sgC/SM0zWafB7Qg3tA7pZWfg%3D', u'energy': 0.466618, u'liveness': 0.123406, u'tempo': 120.003, u'speechiness': 0.053395, u'mode': 0, u'acousticness': 0.286072, u'danceability': 0.736696, u'time_signature': 4, u'duration': 226.72, u'loudness': -7.612, u'audio_md5': u'', u'valence': 0.401314, u'instrumentalness': 0.0}",0.736696,226.72,0.466618,SOIYOQL14615212C4C,452,2,0.123406,-7.612,0,0.0271543851965,26248.0,0.00825858783771,396861.0,0.462553,9748.0,"[studio, electric, vocal]",0.053395,120.003,4,Birthday Sex,0.401314,2009-04-25,91,2015.0,50.0,41.850033,-87.650052,"Chicago, IL","chicago, il",birthday sex,jeremih,2009.0,Jeremih,37.0,Birthday Sex,/wiki/Birthday_Sex,/wiki/Jeremih
3096,0.911569,http://echonest-analysis.s3.amazonaws.com/TR/7KSAIA1b2r2rek_fXkyAjhr0DFuwNcgu0hXWUjtZOs7oEr2HkdvLOXzLHf8U-SKvd9cx6awzQyEY09QDc%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648892&Signature=f2qzkQzAjNvykRK9yW6tdHUaVEY%3D,0.452730654582,36332.0,0.709892,629.0,0.773427,335.0,AROWH4C1187B9B11CB,"{u'latitude': 33.369595, u'location': u'Newnan, GA', u'longitude': -84.819397}",Alan Jackson,,"{u'key': 5, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/7KSAIA1b2r2rek_fXkyAjhr0DFuwNcgu0hXWUjtZOs7oEr2HkdvLOXzLHf8U-SKvd9cx6awzQyEY09QDc%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648892&Signature=f2qzkQzAjNvykRK9yW6tdHUaVEY%3D', u'energy': 0.252636, u'liveness': 0.104872, u'tempo': 92.089, u'speechiness': 0.027702, u'mode': 1, u'acousticness': 0.911569, u'danceability': 0.720948, u'time_signature': 4, u'duration': 182.97333, u'loudness': -12.582, u'audio_md5': u'', u'valence': 0.430041, u'instrumentalness': 1.3e-05}",0.720948,182.97333,0.252636,SODLGWT12A8C141F65,453,5,0.104872,-12.582,1,0.000678205128205,817552.0,0.000959304796189,2475057.0,0.265759,242971.0,"[acoustic, studio, vocal]",0.027702,92.089,4,Sissy's Song,0.430041,2009-04-25,92,2015.0,50.0,60.0,-95.0,"Toronto, Ontario Canada","toronto, ontario canada",sissy's song,alan jackson,,,,,,
3097,0.056048,http://echonest-analysis.s3.amazonaws.com/TR/8l6-AAPiZMhwpArPlKzkUDsvCb27FrS3CP5tIEA-mdGox5s5htlbHaKAGgKHld3QWwBzBc9UDbBBfzp_c%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648897&Signature=oDUrMiOKxf%2BIRyqNHPaKqOOsXiQ%3D,0.47809956636,16276.0,0.471803,15434.0,0.551623,9908.0,ARZXLZD11E2835CEA7,"{u'latitude': 36.018749, u'location': u'Youngsville, NC', u'longitude': -78.438181}",Jason Michael Carroll,,"{u'key': 8, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/8l6-AAPiZMhwpArPlKzkUDsvCb27FrS3CP5tIEA-mdGox5s5htlbHaKAGgKHld3QWwBzBc9UDbBBfzp_c%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648897&Signature=oDUrMiOKxf%2BIRyqNHPaKqOOsXiQ%3D', u'energy': 0.757566, u'liveness': 0.050575, u'tempo': 149.836, u'speechiness': 0.037282, u'mode': 1, u'acousticness': 0.056048, u'danceability': 0.54696, u'time_signature': 4, u'duration': 275.97333, u'loudness': -7.122, u'audio_md5': u'', u'valence': 0.625492, u'instrumentalness': 0.0}",0.54696,275.97333,0.757566,SOWPCBW1368AF41DE7,454,8,0.050575,-7.122,1,0.00631836734694,96417.0,0.00535371120384,665764.0,0.32296,108209.0,"[studio, electric, vocal]",0.037282,149.836,4,Where I'm From,0.625492,2009-04-25,100,2015.0,50.0,32.804382,-83.617554,"Macon, GA","macon, ga",where i'm from,jason michael carroll,,,,,,
3098,0.10265,http://echonest-analysis.s3.amazonaws.com/TR/uI29dASXO37ardqFd4nHrnD__f04DdNP2uED5eyo7Ave0kpRQ%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648901&Signature=KldjiXTKxsKdWP7Ndt6z0s93%2Bx8%3D,0.281268597017,547697.0,0.888588,3.0,0.818383,132.0,ARTH9041187FB43E1F,"{u'latitude': 42.347021, u'location': u'detroit, MI', u'longitude': -83.060184}",Eminem,eafb890d64a1d798b0d84b5694adb890,"{u'key': 7, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/uI29dASXO37ardqFd4nHrnD__f04DdNP2uED5eyo7Ave0kpRQ%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648901&Signature=KldjiXTKxsKdWP7Ndt6z0s93%2Bx8%3D', u'energy': 0.848862, u'liveness': 0.153569, u'tempo': 114.014, u'speechiness': 0.064154, u'mode': 0, u'acousticness': 0.10265, u'danceability': 0.940858, u'time_signature': 4, u'duration': 287.11138, u'loudness': -1.508, u'audio_md5': u'eafb890d64a1d798b0d84b5694adb890', u'valence': 0.671833, u'instrumentalness': 5e-06}",0.940858,287.11138,0.848862,SOGQWNS135CD1A9CC3,455,7,0.153569,-1.508,0,0.0,,0.0,,0.0,,"[studio, electric, vocal]",0.064154,114.014,4,We Made You (Superclean),0.671833,2009-05-02,9,2015.0,50.0,40.714269,-74.005973,"New York, NY","new york, ny",we made you (superclean),eminem,,,,,,
3099,0.00093,http://echonest-analysis.s3.amazonaws.com/TR/nQZCJwqg-cm0neowiAHGs-qp4U2wu4ihTtiEPpot71KTeOtrB9LetNr5HFVuZ10-RAc0_vDXrlPemqpSM%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648905&Signature=01fjyAEZnw/GHkbnFgpvtttame8%3D,0.2851571502,,0.839451,,0.681642,,ARV3CRH1187B9A1B21,"{u'latitude': 37.860576, u'location': u'Berkeley, CA', u'longitude': -122.29673}",Green Day,aa798fba4b1bddc31df255d2558d20fd,"{u'key': 11, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/nQZCJwqg-cm0neowiAHGs-qp4U2wu4ihTtiEPpot71KTeOtrB9LetNr5HFVuZ10-RAc0_vDXrlPemqpSM%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648905&Signature=01fjyAEZnw/GHkbnFgpvtttame8%3D', u'energy': 0.96837, u'liveness': 0.088102, u'tempo': 134.528, u'speechiness': 0.076671, u'mode': 1, u'acousticness': 0.00093, u'danceability': 0.437346, u'time_signature': 4, u'duration': 185.31955, u'loudness': -4.491, u'audio_md5': u'aa798fba4b1bddc31df255d2558d20fd', u'valence': 0.846308, u'instrumentalness': 0.000203}",0.437346,185.31955,0.96837,SOCQNED12AB018D4FF,456,11,0.088102,-4.491,1,0.000943396226415,,0.000723391976343,,0.219469,,"[studio, electric, vocal]",0.076671,134.528,4,Know Your Enemy - Live,0.846308,2009-05-02,40,2015.0,50.0,51.5063,-0.12714,"London, England, GB","london, england, gb",know your enemy - live,green day,,,,,,
3100,0.005383,http://echonest-analysis.s3.amazonaws.com/TR/gw4LrQXaSWaplhQp8_zWdoRhhL0UNWxm1cIT2vS3n-jC4_xaGFilIkTnZlhIMPH0Th7zsIr4RhsSVAr44%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648909&Signature=yFHzv5WQu7FPlIkONFdym4hK2K8%3D,0.450958579356,38083.0,0.505525,10077.0,0.546002,11084.0,ARA6XCO1187FB4D74E,"{u'latitude': 25.729, u'location': u'Miami, FL, US', u'longitude': -80.2374}",Kevin Rudolf,,"{u'key': 6, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/gw4LrQXaSWaplhQp8_zWdoRhhL0UNWxm1cIT2vS3n-jC4_xaGFilIkTnZlhIMPH0Th7zsIr4RhsSVAr44%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648909&Signature=yFHzv5WQu7FPlIkONFdym4hK2K8%3D', u'energy': 0.934974, u'liveness': 0.247766, u'tempo': 116.016, u'speechiness': 0.064958, u'mode': 1, u'acousticness': 0.005383, u'danceability': 0.601559, u'time_signature': 4, u'duration': 183.2, u'loudness': -4.05, u'audio_md5': u'', u'valence': 0.614739, u'instrumentalness': 0.0}",0.601559,183.2,0.934974,SOBGFRW1366D7D6C5E,457,6,0.247766,-4.05,1,0.0012527100271,384817.0,0.00223289160979,1477260.0,0.241851,324714.0,"[studio, electric, vocal]",0.064958,116.016,4,Welcome To The World,0.614739,2009-05-02,78,2015.0,50.0,32.635563,-97.148829,"Arlington, TX","arlington, tx",welcome to the world,kevin rudolf,,,,,,
3101,0.00081,http://echonest-analysis.s3.amazonaws.com/TR/H6EE-w50KIggN_rtiykvuXC1oCa3zNoP720qW_H-YtdVm1O_Q-_ZlsX3Rf41Dzzn_3_Lgn/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648913&Signature=fy9ZKcHRd8NUEj6PQ5%2BPEq%2Bk2yA%3D,0.366898705818,195708.0,0.785602,162.0,0.746901,529.0,ARJGIOD1187B9AE920,"{u'latitude': 32.492683, u'location': u'Burleson, TX', u'longitude': -97.264359}",Kelly Clarkson,8e850994cd2c747e7edd15e1f578ed41,"{u'key': 1, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/H6EE-w50KIggN_rtiykvuXC1oCa3zNoP720qW_H-YtdVm1O_Q-_ZlsX3Rf41Dzzn_3_Lgn/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648913&Signature=fy9ZKcHRd8NUEj6PQ5%2BPEq%2Bk2yA%3D', u'energy': 0.662889, u'liveness': 0.283581, u'tempo': 148.478, u'speechiness': 0.068109, u'mode': 0, u'acousticness': 0.00081, u'danceability': 0.490383, u'time_signature': 4, u'duration': 192.62649, u'loudness': -15.248, u'audio_md5': u'8e850994cd2c747e7edd15e1f578ed41', u'valence': 0.364003, u'instrumentalness': 0.0}",0.490383,192.62649,0.662889,SOMHNOD13AEB315DD8,458,1,0.283581,-15.248,0,0.0161857982673,42204.0,0.0,,0.369846,51554.0,"[studio, electric, vocal]",0.068109,148.478,4,I Do Not Hook Up!,0.364003,2009-05-02,88,2015.0,51.0,51.5072648,-0.1278328,"London, UK","london, uk",i do not hook up!,kelly clarkson,,,,,,
3102,0.007164,http://echonest-analysis.s3.amazonaws.com/TR/kAaEygr3a2Q5YnqbOxH5C1vAMoR4BJxI6LpS11zexO9WjHEEcROktN5H313nTSakdYobQQemGzSTv9drg%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648918&Signature=G8hxTSe5ohXrMFO4R2z49LK/4Dk%3D,0.364460491282,203126.0,0.675295,1061.0,0.581664,5360.0,ARI276C1187FB39DA4,"{u'latitude': 34.0535, u'location': u'Los Angeles, CA, US', u'longitude': -118.245}",Silversun Pickups,,"{u'key': 5, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/kAaEygr3a2Q5YnqbOxH5C1vAMoR4BJxI6LpS11zexO9WjHEEcROktN5H313nTSakdYobQQemGzSTv9drg%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449648918&Signature=G8hxTSe5ohXrMFO4R2z49LK/4Dk%3D', u'energy': 0.673064, u'liveness': 0.893627, u'tempo': 138.81, u'speechiness': 0.059859, u'mode': 0, u'acousticness': 0.007164, u'danceability': 0.348631, u'time_signature': 4, u'duration': 332.14694, u'loudness': -11.742, u'audio_md5': u'', u'valence': 0.280371, u'instrumentalness': 0.08435}",0.348631,332.14694,0.673064,SOZKGBD1338A5E5426,459,5,0.893627,-11.742,0,0.0499060038195,13892.0,0.0133093303922,225083.0,0.496637,5215.0,"[studio, electric, vocal]",0.059859,138.81,4,Panic Switch,0.280371,2009-05-02,92,2015.0,51.0,43.366667,-80.983333,"Stratford, Canada","stratford, canada",panic switch,silversun pickups,,,,,,
